Order,Family,Genus,Scientific name,Survival,Age at first breeding,Max longevity,Range centroid of latitude,Body mass,Mean clutch size,Freshwater,Marine,Terrestrial,Minimum altitude,Maximum altitude,Migrant,Extent of Occurrence (breeding/resident),Diet,Nocturnal,Forest
PASSERIFORMES,Motacillidae,Anthus,Anthus rufulus,NA,0.995257393,5.416666667,18.8,20.44,3.5,0,0,y,0,2400,Not a Migrant,20000000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus novaeseelandiae,NA,1,5.416666667,-27.78,24.07,3.5,0,0,y,0,0,Not a Migrant,21200000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus nyassae,NA,NA,NA,-12.04,25.3,2.5,0,0,y,600,2600,Not a Migrant,4610000,NA,NA,0
PASSERIFORMES,Motacillidae,Anthus,Anthus godlewskii,NA,NA,NA,48.72,25.34,4,1,0,y,0,3000,Full Migrant,2760000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus leucophrys,NA,NA,NA,-1.94,24.98,2.5,0,0,y,0,2200,Not a Migrant,23400000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus berthelotii,NA,1,NA,28.79,15.86,3.5,0,0,y,0,2000,Not a Migrant,179000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus campestris,NA,1,NA,46.22,23,4.5,0,1,y,0,3600,Full Migrant,22100000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus cinmomeus,NA,NA,NA,-10.39,NA,NA,0,0,y,0,1800,Full Migrant,18200000,NA,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus vaalensis,NA,NA,NA,-19.11,27,2.5,0,0,y,0,1700,Not a Migrant,5660000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus similis,NA,NA,NA,3.13,32.2,NA,0,0,y,600,2600,Not a Migrant,50800000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus melindae,NA,NA,NA,0.91,22.5,2.5,0,0,y,0,0,Not a Migrant,194000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus pallidiventris,NA,NA,NA,-2.53,22.03,NA,0,0,y,0,0,Not a Migrant,1380000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Anthus,Anthus gutturalis,NA,NA,NA,-5.14,36.3,NA,0,0,y,3200,4500,Not a Migrant,342000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Madanga,Madanga ruficollis,NA,NA,NA,-3.33,15,NA,0,0,y,800,1550,Not a Migrant,2800,Invertebrate,0,1
PASSERIFORMES,Motacillidae,Macronyx,Macronyx flavicollis,NA,NA,NA,8.92,45.08,3,0,0,y,1200,3000,Not a Migrant,453000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx fuelleborni,NA,NA,NA,-11.5,55.18,2.5,0,0,y,730,2450,Not a Migrant,2470000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx capensis,NA,NA,NA,-27.78,50.04,3.5,0,1,y,0,2300,Not a Migrant,1640000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx croceus,NA,NA,NA,2.4,47.1,3,0,0,y,0,2350,Not a Migrant,18900000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx aurantiigula,NA,NA,NA,-1.79,39.4,3,0,0,y,0,1000,Not a Migrant,624000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx ameliae,NA,NA,NA,-12.88,33.48,3,0,0,y,0,2200,Not a Migrant,4540000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx grimwoodi,NA,NA,NA,-10.59,45.08,NA,0,0,y,800,1500,Not a Migrant,828000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Macronyx,Macronyx sharpei,NA,NA,NA,-0.58,45.08,2.5,0,0,y,1850,3600,Not a Migrant,12500,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Hemimacronyx,Hemimacronyx chloris,NA,NA,NA,-29.58,25.1,3,0,0,y,1400,2400,Not a Migrant,92700,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Tmetothylacus,Tmetothylacus tenellus,NA,NA,NA,1.42,20.1,3,0,0,y,0,1000,Full Migrant,2350000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla flaviventris,NA,NA,NA,-19.38,22.5,2,1,1,y,0,2600,Not a Migrant,689000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla clara,68.8,1,NA,-6.2,17.9,2.5,1,0,y,1500,2000,Not a Migrant,18100000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla capensis,NA,NA,NA,-20.2,20.8,2.5,1,1,y,0,3000,Not a Migrant,7060000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla flava,53.3,1,8.83,54.63,17.68,5,1,0,y,0,4500,Full Migrant,42500000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla aguimp,NA,NA,NA,-3.95,27,3.5,1,0,y,0,3000,Not a Migrant,23900000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla cinerea,NA,1,8,52.36,17.15,5,1,0,y,0,4100,Full Migrant,60700000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla citreola,NA,1,NA,52.88,19.11,4.5,1,1,y,0,4600,Full Migrant,28600000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla tschutschensis,NA,NA,NA,58.5,NA,NA,1,0,y,0,4500,Full Migrant,16400000,NA,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla maderaspatensis,NA,NA,NA,22.38,30.5,4,1,0,y,0,2200,Not a Migrant,4410000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla samvease,NA,NA,NA,13.82,22.7,NA,1,0,y,0,0,Not a Migrant,41900,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla grandis,NA,NA,NA,37.55,30.16,5.5,1,0,y,0,1500,Full Migrant,964000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Motacilla,Motacilla alba,47.76,1,13.7,53.05,23.93,5.5,1,0,y,0,5000,Full Migrant,91800000,Invertebrate,0,0
PASSERIFORMES,Motacillidae,Amaurocichla,Amaurocichla bocagii,NA,NA,NA,0.21,7,NA,0,0,y,0,1300,Not a Migrant,390,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Fringilla,Fringilla coelebs,59.1,1,29,52.91,23.81,4.5,0,0,y,0,0,Full Migrant,26900000,Invertebrate,0,0
PASSERIFORMES,Fringillidae,Fringilla,Fringilla teydea,NA,1,NA,28.27,30.3,2,0,0,y,300,2000,Not a Migrant,760,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Fringilla,Fringilla polatzeki,NA,NA,NA,27.95,NA,NA,0,0,y,700,1800,Not a Migrant,60,NA,0,1
PASSERIFORMES,Fringillidae,Fringilla,Fringilla montifringilla,NA,1,14.75,60.66,23.19,6,0,0,y,0,0,Full Migrant,20900000,Omnivore,0,0
PASSERIFORMES,Fringillidae,Chlorophonia,Chlorophonia flavirostris,NA,NA,NA,2.95,11,NA,0,0,y,100,1900,Not a Migrant,20000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Chlorophonia,Chlorophonia cyanea,66.3,NA,NA,-13.47,14,3,0,0,y,0,2100,Not a Migrant,11300000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Chlorophonia,Chlorophonia pyrrhophrys,NA,NA,NA,-0.07,17,NA,0,0,y,1500,2500,Not a Migrant,1280000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Chlorophonia,Chlorophonia occipitalis,NA,NA,NA,15.54,25.8,4,0,0,y,500,2500,Not a Migrant,420000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Chlorophonia,Chlorophonia callophrys,NA,NA,NA,9.38,25.8,3,0,0,y,750,2500,Not a Migrant,44500,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia jamaica,NA,NA,NA,18.16,16.6,3.5,0,0,y,0,1000,Not a Migrant,13500,FruiNect,0,0
PASSERIFORMES,Fringillidae,Euphonia,Euphonia plumbea,NA,NA,NA,4.14,8.9,NA,0,0,y,0,1000,Not a Migrant,1720000,FruiNect,0,0
PASSERIFORMES,Fringillidae,Euphonia,Euphonia affinis,NA,NA,NA,18.43,10,3,0,0,y,0,1000,Not a Migrant,2390000,FruiNect,0,0
PASSERIFORMES,Fringillidae,Euphonia,Euphonia luteicapilla,NA,NA,NA,9.99,13,3,0,0,y,0,900,Not a Migrant,314000,FruiNect,0,0
PASSERIFORMES,Fringillidae,Euphonia,Euphonia chlorotica,NA,NA,NA,-12.84,11,4,1,0,y,0,1200,Not a Migrant,15000000,FruiNect,0,0
PASSERIFORMES,Fringillidae,Euphonia,Euphonia trinitatis,NA,NA,NA,8.74,11,3.5,0,0,y,0,1100,Not a Migrant,884000,Omnivore,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia concin,NA,NA,NA,3.94,10.3,NA,1,0,y,0,1000,Not a Migrant,36000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia saturata,NA,NA,NA,-0.31,13.26,NA,0,0,y,0,1300,Not a Migrant,171000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia finschi,NA,NA,NA,4.45,10.48,NA,1,0,y,0,1200,Not a Migrant,411000,FruiNect,0,0
PASSERIFORMES,Fringillidae,Euphonia,Euphonia violacea,58.2,NA,NA,-8.34,15,4,0,0,y,0,1100,Not a Migrant,9350000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia laniirostris,NA,NA,NA,-5.68,15,4,0,0,y,0,2200,Not a Migrant,8160000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia hirundicea,NA,NA,NA,16.94,14,5,0,0,y,0,1200,Not a Migrant,1370000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia chalybea,NA,NA,NA,-25.51,19,NA,0,0,y,0,950,Not a Migrant,999000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia elegantissima,NA,NA,NA,19.38,15,3,0,0,y,1000,2500,Not a Migrant,1780000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia cyanocephala,NA,NA,NA,-16.64,14,2.5,0,0,y,0,2600,Not a Migrant,13000000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia musica,NA,NA,NA,18.07,14.66,4,0,0,y,0,2000,Not a Migrant,598000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia sclateri,NA,NA,NA,18.23,NA,NA,0,0,y,0,2000,Not a Migrant,9900,NA,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia flavifrons,NA,NA,NA,15.12,NA,NA,0,0,y,0,2000,Not a Migrant,49600,NA,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia fulvicrissa,NA,NA,NA,5.86,11,NA,0,0,y,0,500,Not a Migrant,566000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia imitans,NA,NA,NA,8.88,14,3,0,0,y,0,1350,Not a Migrant,24200,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia gouldi,NA,NA,NA,15.58,14,3,0,0,y,0,500,Not a Migrant,809000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia chrysopasta,NA,NA,NA,-3.51,14,NA,0,0,y,0,1000,Not a Migrant,6450000,Omnivore,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia mesochrysa,NA,NA,NA,-8.54,13,NA,0,0,y,1000,2150,Not a Migrant,1790000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia minuta,NA,NA,NA,-2.79,10,3,0,0,y,0,500,Not a Migrant,9390000,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia anneae,NA,NA,NA,8.96,14.9,NA,0,0,y,600,1500,Not a Migrant,127000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia xanthogaster,NA,NA,NA,-4.78,13,4,0,0,y,0,2300,Not a Migrant,9890000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia rufiventris,NA,NA,NA,-5.51,14,NA,0,0,y,0,500,Not a Migrant,5730000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia pectoralis,NA,NA,NA,-22.19,14.4,3,0,0,y,0,1550,Not a Migrant,2650000,FruiNect,0,1
PASSERIFORMES,Fringillidae,Euphonia,Euphonia cayennensis,NA,NA,NA,1.5,14.3,4,0,0,y,0,1100,Not a Migrant,1730000,Omnivore,0,1
PASSERIFORMES,Fringillidae,Mycerobas,Mycerobas icterioides,NA,NA,NA,32.86,67,NA,0,0,y,1800,3500,Altitudil Migrant,703000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Mycerobas,Mycerobas affinis,NA,NA,NA,30.02,83,NA,0,0,y,2700,4000,Altitudil Migrant,2170000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Mycerobas,Mycerobas melanozanthos,NA,NA,NA,27.47,62,2.5,0,0,y,1700,3600,Altitudil Migrant,3840000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Mycerobas,Mycerobas carnipes,NA,1,NA,36.17,58.84,2.5,0,0,y,2800,4600,Altitudil Migrant,8290000,FruiNect,0,0
PASSERIFORMES,Fringillidae,Hesperipho,Hesperipho vesperti,62.3,1,15.3,47.22,57.3,3.5,0,0,y,1500,3500,Not a Migrant,17300000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Hesperipho,Hesperipho abeillei,NA,NA,NA,21.77,48.5,NA,0,0,y,900,3200,Not a Migrant,1060000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Coccothraustes,Coccothraustes coccothraustes,NA,1,12.58,51.17,56.63,4.5,0,0,y,0,0,Full Migrant,33000000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Eopho,Eopho migratoria,NA,NA,NA,43.95,46.88,NA,0,0,y,0,0,Full Migrant,5840000,Omnivore,0,1
PASSERIFORMES,Fringillidae,Eopho,Eopho persota,NA,NA,NA,45.68,80,NA,0,0,y,0,0,Full Migrant,2470000,Omnivore,0,1
PASSERIFORMES,Fringillidae,Melamprosops,Melamprosops phaeosoma,NA,2,9.25,NA,25.5,NA,0,0,y,1400,2100,Not a Migrant,3,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Paroreomyza,Paroreomyza maculata,NA,2,NA,NA,11.3,NA,0,0,y,300,650,Not a Migrant,80,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Paroreomyza,Paroreomyza flammea,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Paroreomyza,Paroreomyza monta,87,2,8,20.74,13.12,NA,0,0,y,900,2500,Not a Migrant,460,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Oreomystis,Oreomystis bairdi,NA,NA,NA,22.1,14.24,NA,0,0,y,1000,1500,Not a Migrant,120,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Telespiza,Telespiza cantans,NA,2,11.5,25.77,33.28,NA,0,0,y,0,0,Not a Migrant,4,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Telespiza,Telespiza ultima,NA,NA,12,23.06,24.24,NA,0,1,y,0,0,Not a Migrant,2,Omnivore,0,0
PASSERIFORMES,Fringillidae,Rhodacanthis,Rhodacanthis palmeri,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Rhodacanthis,Rhodacanthis flaviceps,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Chloridops,Chloridops ko,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Loxioides,Loxioides bailleui,63,1.5,17,19.81,37.84,NA,0,0,y,2000,3000,Not a Migrant,350,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Psittirostra,Psittirostra psittacea,NA,2,NA,NA,28.62,NA,0,0,y,800,1900,Not a Migrant,180,FruiNect,0,1
PASSERIFORMES,Fringillidae,Dysmorodrepanis,Dysmorodrepanis munroi,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Akialoa,Akialoa stejnegeri,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,NA,NA
PASSERIFORMES,Fringillidae,Akialoa,Akialoa ellisia,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Akialoa,Akialoa laiensis,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Akialoa,Akialoa obscura,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Hemigthus,Hemigthus hapepe,NA,NA,NA,NA,24.94,NA,0,0,y,1000,2000,Not a Migrant,22,NA,NA,1
PASSERIFORMES,Fringillidae,Hemigthus,Hemigthus lucidus,NA,NA,NA,NA,NA,NA,0,0,y,1000,2000,Not a Migrant,NA,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Hemigthus,Hemigthus affinis,NA,NA,NA,NA,NA,NA,0,0,y,1000,2000,Not a Migrant,22,NA,0,1
PASSERIFORMES,Fringillidae,Hemigthus,Hemigthus wilsoni,71,0.999452355,13,19.65,27.98,NA,0,0,y,1300,2100,Not a Migrant,910,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Pseudonestor,Pseudonestor xanthophrys,NA,NA,5,20.74,22.1,NA,0,0,y,1200,2150,Not a Migrant,49,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Viridonia,Viridonia sagittirostris,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Magumma,Magumma parva,NA,0.999452355,9.5,22.11,9.3,NA,0,0,y,600,0,Not a Migrant,480,Omnivore,0,1
PASSERIFORMES,Fringillidae,Manucerthia,Manucerthia ma,73,NA,8.75,19.53,14.6,NA,0,0,y,1500,1900,Not a Migrant,3100,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Loxops,Loxops caeruleirostris,NA,NA,NA,22.12,10.8,NA,0,0,y,1050,1600,Not a Migrant,5,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Loxops,Loxops wolstenholmei,73.5,NA,NA,NA,10.5,NA,0,0,y,0,0,Not a Migrant,380,NA,NA,1
PASSERIFORMES,Fringillidae,Loxops,Loxops ochraceus,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,380,NA,0,1
PASSERIFORMES,Fringillidae,Loxops,Loxops coccineus,77.66666667,0.999452355,10,19.46,NA,NA,0,0,y,1100,2100,Not a Migrant,2300,Invertebrate,0,1
PASSERIFORMES,Fringillidae,Chlorodrepanis,Chlorodrepanis stejnegeri,NA,NA,9,22.1,16.64,NA,0,0,y,600,0,Not a Migrant,380,Omnivore,0,1
PASSERIFORMES,Fringillidae,Chlorodrepanis,Chlorodrepanis flava,NA,NA,NA,21.45,12.64,NA,0,0,y,30,0,Not a Migrant,1100,FruiNect,0,1
PASSERIFORMES,Fringillidae,Chlorodrepanis,Chlorodrepanis virens,NA,NA,12,19.86,13.69,NA,0,0,y,100,0,Not a Migrant,20300,Invertebrate,0,0
PASSERIFORMES,Fringillidae,Drepanis,Drepanis funerea,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Drepanis,Drepanis pacifica,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Drepanis,Drepanis coccinea,55,NA,8.75,19.97,18.22,NA,0,0,y,1300,1900,Not a Migrant,19800,FruiNect,0,1
PASSERIFORMES,Fringillidae,Himatione,Himatione sanguinea,72,NA,6.416666667,20.23,15.17,NA,0,0,y,0,0,Not a Migrant,53700,FruiNect,0,1
PASSERIFORMES,Fringillidae,Himatione,Himatione fraithii,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,1
PASSERIFORMES,Fringillidae,Palmeria,Palmeria dolei,NA,3,9.2,20.76,26.07,NA,0,0,y,1100,2300,Not a Migrant,60,FruiNect,0,1
PASSERIFORMES,Fringillidae,Ciridops,Ciridops an,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus erythrinus,NA,1,8.92,54.14,23.97,5,1,0,y,2000,2700,Full Migrant,41700000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus sipahi,NA,NA,NA,27.46,39.5,4,0,0,y,1600,3355,Altitudil Migrant,1290000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus ferreorostris,NA,NA,NA,NA,NA,NA,0,0,y,0,0,Not a Migrant,NA,NA,0,NA
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus rhodochlamys,NA,NA,NA,44.92,33.4,NA,0,0,y,2720,4900,Altitudil Migrant,5910000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus waltoni,NA,NA,NA,31.89,27.02,NA,0,0,y,3950,4880,Altitudil Migrant,1220000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus pulcherrimus,NA,NA,NA,34.68,19.2,NA,0,0,y,3600,4650,Altitudil Migrant,3500000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus edwardsii,NA,NA,NA,29.21,26.5,NA,0,0,y,3050,4240,Altitudil Migrant,1040000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus rodochroa,NA,NA,NA,29.95,17.81,NA,0,0,y,1800,4540,Altitudil Migrant,420000,Omnivore,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus verreauxii,NA,NA,NA,29.8,23,NA,0,0,y,3000,4600,Altitudil Migrant,337000,NA,NA,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus rodopeplus,NA,NA,NA,29.79,NA,NA,0,0,y,3000,4600,Altitudil Migrant,221000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus viceus,NA,NA,NA,29.51,22.08,NA,0,0,y,1970,3400,Altitudil Migrant,3120000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus formosanus,NA,NA,NA,23.75,NA,NA,0,0,y,1970,3400,Altitudil Migrant,10000,NA,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus synoicus,NA,NA,NA,28.67,20.8,4.5,0,0,y,2000,3350,Not a Migrant,277000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus stoliczkae,NA,NA,NA,39.05,NA,NA,0,0,y,2000,3350,Not a Migrant,3520000,NA,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus roborowskii,NA,NA,NA,34.75,27.02,NA,0,0,y,4500,5400,Not a Migrant,222000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus sillemi,NA,NA,NA,35.61,28.9,NA,0,0,y,4950,5125,Not a Migrant,155000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus rubicilloides,NA,NA,NA,32.92,42.01,NA,0,0,y,3700,4800,Altitudil Migrant,3180000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus rubicilla,NA,1,NA,34.98,43.2,4.5,0,0,y,2500,5000,Altitudil Migrant,8180000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus sibiricus,NA,NA,NA,50.19,17.43,NA,0,0,y,0,0,Full Migrant,13200000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus puniceus,NA,NA,NA,34.78,46.58,NA,0,0,y,3900,5700,Altitudil Migrant,4870000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus subhimachalus,NA,NA,NA,29.29,46.07,NA,0,0,y,1975,4200,Altitudil Migrant,1670000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus roseus,NA,NA,NA,58.85,28.6,NA,0,0,y,0,3030,Full Migrant,6390000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus trifasciatus,NA,NA,NA,31.56,27.02,NA,0,0,y,1800,3400,Altitudil Migrant,771000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus thura,NA,NA,NA,30.31,30.99,NA,0,0,y,2400,4600,Altitudil Migrant,1010000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Carpodacus,Carpodacus dubius,NA,NA,NA,32.58,NA,NA,0,0,y,2400,4600,Altitudil Migrant,1300000,NA,0,0
PASSERIFORMES,Fringillidae,Pinicola,Pinicola enucleator,48.4,1,9.75,58.67,56.4,3.5,0,0,y,0,0,Full Migrant,52300000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula nipalensis,NA,NA,NA,25.95,24.6,2,0,0,y,1350,3300,Not a Migrant,5830000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula waterstradti,NA,NA,NA,4.09,NA,NA,0,0,y,1500,0,Not a Migrant,12300,NA,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula leucogenis,NA,NA,NA,13.68,19,NA,0,0,y,0,1750,Altitudil Migrant,299000,Omnivore,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula aurantiaca,NA,NA,NA,33.45,19.33,NA,0,0,y,2700,3900,Altitudil Migrant,259000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula erythrocephala,NA,NA,NA,29.13,22.28,NA,0,0,y,2700,4200,Altitudil Migrant,462000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula erythaca,NA,NA,NA,30.48,19,NA,0,0,y,2000,4100,Altitudil Migrant,5270000,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula muri,NA,1,17.5,37.79,30,NA,0,0,y,0,0,Not a Migrant,160,PlantSeed,0,1
PASSERIFORMES,Fringillidae,Pyrrhula,Pyrrhula pyrrhula,43.41428571,1,17.5,56.48,24.26,4.5,0,0,y,1000,2500,Full Migrant,40300000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Rhodopechys,Rhodopechys alienus,NA,NA,NA,31.82,NA,NA,0,0,y,1700,2800,Full Migrant,210000,NA,0,0
PASSERIFORMES,Fringillidae,Rhodopechys,Rhodopechys sanguineus,NA,1,NA,38.56,38.14,4.5,0,0,y,1700,2800,Full Migrant,5490000,PlantSeed,0,0
PASSERIFORMES,Fringillidae,Bucanetes,Bucanetes githagineus,NA,1,NA,28.25,19.6,5,0,0,y,0,1700,Not a Migrant,23100000,PlantSeed,0,0
